9000 22
1,09 2,01 4,103.08 5,103.12 6,103.04 7,103.09 8,2.255500059 9,-0.009700262 10,0.077639752 11,103.08 21,103.08 22,103.08
1,09 2,01 3,1 4,103.09 5,103.27 6,103.09 7,103.23 8,7.766000278 9,-0.13561949 10,0.174604714 11,103.18 12,0.097012029 18,3.896512073 19,0.070710678 20,0.070710678 21,103.13 22,103.13
1,09 2,01 3,2 4,103.24 5,103.25 6,103.19 7,103.24 8,8.979500319 10,0.058145169 11,103.22 12,0.038767203 13,0.135816841 17,0.097012029 18,3.583535836 19,0.072111026 20,0.072111026 21,103.16 22,103.16
1,09 2,01 3,3 4,103.24 5,103.27 6,103.16 7,103.16 8,2.905000088 9,0.077549438 10,0.106630477 11,103.215 12,-0.004844022 13,0.033921303 14,0.13096624 17,0.038767203 18,3.214588057 19,0.021794495 20,0.064983972 21,103.17375 22,103.17375
1,09 2,01 3,4 4,103.16 5,103.16 6,103.15 7,103.15 8,1.025000026 9,0.009694619 10,0.009694619 11,103.155 12,-0.058131086 13,-0.062972292 14,-0.024229502 15,0.072759022 17,-0.004844022 18,4.157483779 19,0.036170891 20,0.056899033 21,103.17 22,103.17
1,09 2,01 3,5 4,103.16 5,103.22 6,103.14 7,103.21 8,3.190500101 9,-0.048444918 10,0.077564475 11,103.18 12,0.024235374 13,-0.0339098 14,-0.03875218 16,0.097012029 17,-0.058131086 18,1.176527452 19,0.030138569 20,0.027156951 21,103.19 22,103.1716667
1,07 2,24 3,18 4,54.74 5,54.89 6,54.48 7,54.64 8,0.201667002 9,0.183016105 10,0.75256975 11,54.685 12,0.293443375 13,0.34865584 14,0.14650673 15,-0.173420957 16,-0.780186882 17,0.055050922 18,0.023673112 19,0.10214369 20,0.116918775 21,54.618 22,54.858
1,07 2,24 3,19 4,54.64 5,54.76 6,54.47 7,54.76 8,0.069576 9,-0.219138057 10,0.532403158 11,54.615 12,-0.128005852 13,0.165061898 14,0.220203688 15,0.018313341 16,-0.301204819 17,0.293443375 18,0.074924037 19,0.080208063 20,0.075828754 21,54.585 22,54.8215
1,07 2,24 3,20 4,54.77 5,54.78 6,54.59 7,54.59 8,0.009113 9,0.32973072 10,0.348049093 11,54.685 12,0.128169917 14,0.293443375 15,0.34865584 16,0.14650673 17,-0.128005852 18,0.098472374 19,0.040414519 20,0.088487287 21,54.601 22,54.783
1,07 2,27 4,54.65 5,54.72 6,54.54 7,54.65 8,0.013833 10,0.330033003 11,54.63 12,-0.100576026 13,0.027464982 14,-0.100576026 15,0.192572215 16,0.247729149 17,0.128169917 18,0.033628695 19,0.036855574 20,0.065726707 21,54.628 22,54.735
1,07 2,27 3,1 4,54.63 5,54.67 6,54.52 7,54.57 8,0.008688 9,0.109950522 10,0.275128393 11,54.595 12,-0.064067362 13,-0.164578952 14,-0.036619976 15,-0.164578952 16,0.128381476 17,-0.100576026 18,0.002855697 19,0.045368859 20,0.041170378 21,54.642 22,54.673
1,07 2,27 3,2 4,54.57 5,54.61 6,54.48 7,54.52 8,0.006048 9,0.091709464 10,0.238619677 11,54.545 12,-0.091583478 13,-0.155592165 14,-0.256011703 15,-0.128169917 16,-0.256011703 17,-0.064067362 18,0.0039591 19,0.042720019 20,0.051039201 21,54.614 22,54.616
1,07 2,27 3,3 4,54.51 5,54.57 6,54.49 7,54.56 8,0.004566 9,-0.091642229 10,0.14681593 11,54.53 12,-0.027500229 13,-0.119058522 14,-0.183049606 15,-0.283441529 16,-0.155634899 17,-0.091583478 18,0.002087934 19,0.034034296 20,0.063304818 21,54.597 22,54.591
1,07 2,27 3,4 4,54.55 5,54.56 6,54.42 7,54.47 8,0.006714 9,0.146869837 10,0.257258361 11,54.49 12,-0.073354117 13,-0.100834174 14,-0.192325305 15,-0.256269449 16,-0.35658773 17,-0.027500229 18,0.001099529 19,0.028431204 20,0.05506814 21,54.558 22,54.5795
1,07 2,27 3,5 4,54.44 5,54.55 6,54.44 7,54.53 8,0.005496 9,-0.165046763 10,0.202057311 11,54.495 12,0.009175996 13,-0.064184852 14,-0.091667431 15,-0.183166957 16,-0.247116969 17,-0.073354117 18,0.001077213 19,0.021794495 20,0.042632147 21,54.531 22,54.5795
1,07 2,27 3,6 4,54.53 5,54.87 6,54.53 7,54.6 8,0.086517 9,-0.128205128 10,0.623509994 11,54.7 12,0.376181301 13,0.385391815 14,0.311754997 15,0.284169035 16,0.192325305 17,0.009175996 18,0.046429884 19,0.119826263 20,0.085921476 21,54.552 22,54.597
1,07 2,27 3,7 4,54.6 5,54.67 6,54.46 7,54.47 8,0.109605 9,0.238663484 10,0.385604113 11,54.565 12,-0.246800731 13,0.128452152 14,0.137639934 15,0.064184852 16,0.036666972 17,0.376181301 18,0.054675013 19,0.104203327 20,0.085979649 21,54.556 22,54.585
1,07 2,27 3,8 4,54.48 5,54.58 6,54.24 7,54.52 8,0.168274001 9,-0.073367572 10,0.626843658 11,54.41 12,-0.284064877 13,-0.530164534 14,-0.155977613 15,-0.14681593 16,-0.220062351 17,-0.246800731 18,0.042149169 19,0.145114897 20,0.108777295 21,54.532 22,54.5645
1,07 2,27 3,9 4,54.52 5,54.52 6,54.1 7,54.16 8,0.106862 9,0.664697194 10,0.776340111 11,54.31 12,-0.183789745 13,-0.467332539 14,-0.71297989 15,-0.339480686 16,-0.330335841 17,-0.284064877 18,0.03469152 19,0.128484759 20,0.14863546 21,54.496 22,54.527
1,07 2,27 3,10 4,54.18 5,54.21 6,53.55 7,53.7 8,0.156005001 9,0.893854749 10,1.232492997 11,53.88 12,-0.791751059 13,-0.974085646 14,-1.255383488 15,-1.499085923 16,-1.128543903 17,-0.183789745 18,0.032498709 19,0.281602557 20,0.313121382 21,54.373 22,54.452
1,07 2,27 3,11 4,53.71 5,53.82 6,53.65 7,53.65 8,0.107233 9,0.111835974 10,0.316868593 11,53.735 12,-0.269116555 13,-1.058736881 14,-1.240580776 15,-1.521121598 16,-1.76416819 17,-0.791751059 18,0.028266235 19,0.299040131 20,0.355685957 21,54.18 22,54.366
1,07 2,27 3,12 4,53.66 5,53.79 6,53.35 7,53.63 8,0.164638001 9,0.05593884 10,0.824742268 11,53.57 12,-0.307062436 13,-0.575352635 14,-1.362548334 15,-1.543833854 16,-1.823513241 17,-0.269116555 18,0.030953112 19,0.15510749 20,0.364664229 21,53.981 22,54.2685
1,07 2,27 3,13 4,53.62 5,53.8 6,53.33 7,53.53 8,0.211758002 9,0.168130021 10,0.881305082 11,53.565 12,-0.009333582 13,-0.316367358 14,-0.584632517 15,-1.371754741 16,-1.553023341 17,-0.307062436 18,0.052346768 19,0.096738479 20,0.30746138 21,53.812 22,54.172
1,07 2,27 3,14 4,53.53 5,53.75 6,53.41 7,53.52 8,0.260098003 9,0.018684604 10,0.636584909 11,53.58 12,0.02800336 13,0.018667164 14,-0.288452591 15,-0.556792873 16,-1.344135518 17,-0.009333582 18,0.0477313 19,0.007637626 20,0.139077317 21,53.666 22,54.081
1,07 2,27 3,15 4,53.51 5,53.83 6,53.38 7,53.64 8,0.248897003 9,-0.24235645 10,0.843012364 11,53.605 12,0.046659201 13,0.074675628 14,0.065335076 15,-0.24192798 16,-0.510393467 17,0.02800336 18,0.025303239 19,0.020207259 20,0.071010563 21,53.611 22,53.992
1,07 2,27 3,16 4,53.66 5,53.87 6,53.63 7,53.69 8,0.176873002 9,-0.055876327 10,0.447510722 11,53.75 12,0.270497155 13,0.317282568 14,0.345374778 15,0.33600896 16,0.027914767 17,0.046659201 18,0.045165104 19,0.091787799 20,0.077572547 21,53.614 22,53.897
1,07 2,27 3,17 4,53.68 5,53.84 6,53.54 7,53.72 8,0.158468002 9,-0.074460164 10,0.560328726 11,53.69 12,-0.111627907 13,0.158567298 14,0.205300485 15,0.233361337 16,0.224005973 17,0.270497155 18,0.047790524 19,0.07285831 20,0.079104361 21,53.638 22,53.8095
1,07 2,27 3,18 4,53.72 5,53.79 6,53.21 7,53.3 8,0.196281002 9,0.787992495 10,1.090020673 11,53.5 12,-0.353883405 13,-0.465116279 14,-0.19587725 15,-0.149309444 16,-0.121347895 17,-0.111627907 18,0.018908717 19,0.130511813 20,0.097339612 21,53.625 22,53.7185
1,07 2,27 3,19 4,53.29 5,53.3 6,52.87 7,52.92 8,0.085008 9,0.699168556 10,0.81331568 11,53.085 12,-0.775700935 13,-1.126839262 14,-1.237209302 15,-0.970058763 16,-0.923852184 17,-0.353883405 18,0.056580143 19,0.30939457 20,0.263851284 21,53.526 22,53.596
1,07 2,27 3,20 4,52.91 5,52.93 6,52.81 7,52.87 8,0.014522 9,0.075657273 10,0.227229691 11,52.87 12,-0.405010832 13,-1.177570093 14,-1.527286273 15,-1.637209302 16,-1.371140752 17,-0.775700935 18,0.091639049 19,0.3202473 20,0.385525615 21,53.379 22,53.495
1,07 2,27 3,21 4,52.87 5,53.11 6,52.85 7,52.95 8,0.011313 9,-0.15108593 10,0.491958373 11,52.98 12,0.2080575 13,-0.197795988 14,-0.971962617 15,-1.322406407 16,-1.43255814 17,-0.405010832 18,0.041652385 19,0.107509689 20,0.352668399 21,53.225 22,53.4195
1,07 2,27 3,22 4,52.92 5,52.92 6,52.92 7,52.92 8,5.4E-05 11,52.92 12,-0.113250283 13,0.094571591 14,-0.310822266 15,-1.08411215 16,-1.434159061 17,0.2080575 18,0.007598089 19,0.055075705 20,0.252843825 21,53.071 22,53.3545
1,07 2,28 4,52.93 5,53.11 6,52.93 7,53.08 8,0.009066 9,-0.282592313 10,0.340071793 11,53.02 12,0.188964475 13,0.075500189 14,0.283714772 15,-0.122445135 16,-0.897196262 17,-0.113250283 18,0.00595861 19,0.05033223 20,0.083964278 21,52.975 22,53.3
1,07 2,28 3,1 4,53.08 5,53.1 6,52.88 7,52.88 8,0.012621 9,0.378214826 10,0.416036309 11,52.99 12,-0.056582422 13,0.132275132 14,0.018875047 15,0.226971818 16,-0.178958274 17,0.188964475 18,0.006477958 19,0.051316014 20,0.060249481 21,52.956 22,53.241
1,07 2,28 3,2 4,52.89 5,52.98 6,52.87 7,52.97 8,0.005391 9,-0.151028884 10,0.2080575 11,52.925 12,-0.122664654 13,-0.179177669 14,0.009448224 15,-0.10381276 16,0.10402875 17,-0.056582422 18,0.003615166 19,0.048562674 20,0.043243497 21,52.967 22,53.173
1,07 2,28 3,3 4,52.97 5,53.13 6,52.96 7,53.11 8,0.004239 9,-0.263603841 10,0.320996979 11,53.045 12,0.226735947 13,0.103793169 14,0.047152018 15,0.236205593 16,0.122687807 17,-0.122664654 18,0.004543455 19,0.060069404 20,0.056013391 21,52.98 22,53.1025
1,07 2,28 3,4 4,53.11 5,53.27 6,53.09 7,53.26 8,0.006402 9,-0.281637251 10,0.339046901 11,53.18 12,0.254500895 13,0.481813888 14,0.358558219 15,0.301772916 16,0.491307634 17,0.226735947 18,0.001082266 19,0.127573508 20,0.094114292 21,53.032 22,53.0515
1,07 2,28 3,5 4,53.24 5,53.25 6,53.06 7,53.06 8,0.005133 9,0.339238598 10,0.358085187 11,53.155 12,-0.047010154 13,0.2073711 14,0.434577232 15,0.311379506 16,0.254620898 17,0.254500895 18,0.001086904 19,0.071821538 20,0.108131864 21,53.059 22,53.017
1,07 2,28 3,6 4,53.07 5,53.1 6,52.86 7,52.96 8,0.069962 9,0.207703927 10,0.454029512 11,52.98 12,-0.329225849 13,-0.376081234 14,-0.122537468 15,0.103920642 16,-0.018871485 17,-0.047010154 18,0.037068143 19,0.108972474 20,0.109806648 21,53.057 22,53.0065
1,07 2,28 3,7 4,52.97 5,53.04 6,52.28 7,52.34 8,0.182502001 9,1.203668323 10,1.453710788 11,52.66 12,-0.60400151 13,-0.93123883 14,-0.977811207 15,-0.72579885 16,-0.50070855 17,-0.329225849 18,0.089747622 19,0.251014608 20,0.20878817 21,53.004 22,52.9855
1,07 2,28 3,8 4,52.35 5,52.88 6,52.31 7,52.82 8,0.209031001 9,-0.889814464 10,1.089657809 11,52.595 12,-0.123433346 13,-0.726689317 14,-1.053522717 15,-1.100037608 16,-0.848336318 17,-0.60400151 18,0.073834529 19,0.206094638 20,0.273619261 21,52.914 22,52.947
1,07 2,28 3,9 4,52.83 5,52.96 6,52.7 7,52.89 8,0.094214 9,-0.113442995 10,0.493358634 11,52.83 12,0.446810533 13,0.322825674 14,-0.283125708 15,-0.611419434 16,-0.658142159 17,-0.123433346 18,0.060113091 19,0.121346611 20,0.229820582 21,52.844 22,52.938
1,07 2,28 3,10 4,52.89 5,52.91 6,52.65 7,52.74 8,0.076079 9,0.284414107 10,0.49382716 11,52.78 12,-0.094643195 13,0.351744462 14,0.227876946 15,-0.377500944 16,-0.705483962 17,0.446810533 18,0.072097222 19,0.123794184 20,0.150432709 21,52.769 22,52.914
1,07 2,28 3,11 4,52.73 5,53.02 6,52.71 7,53.01 8,0.069671 9,-0.528202226 10,0.588123696 11,52.865 12,0.161045851 13,0.066250237 14,0.513356783 15,0.389289784 16,-0.217063043 17,-0.094643195 18,0.012729883 19,0.042720019 20,0.114640743 21,52.746 22,52.9015
1,07 2,28 3,12 4,53.01 5,53.11 6,52.82 7,52.97 8,0.126023001 9,0.075514442 10,0.549034457 11,52.965 12,0.189161071 13,0.350511557 14,0.255536627 15,0.703488925 16,0.579187239 17,0.161045851 18,0.030851833 19,0.092601296 20,0.136500916 21,52.807 22,52.9055
1,07 2,28 3,13 4,52.96 5,53 6,52.5 7,52.63 8,0.227843003 9,0.627018811 10,0.952380952 11,52.75 12,-0.405928443 13,-0.217535231 14,-0.056839712 15,-0.151429112 16,0.29470482 17,0.189161071 18,0.080167786 19,0.107587174 20,0.083710812 21,52.838 22,52.876
1,07 2,28 3,14 4,52.63 5,53.11 6,52.43 7,53.06 8,0.264330003 9,-0.810403317 10,1.296967385 11,52.77 12,0.037914692 13,-0.368167658 14,-0.179703017 15,-0.018946571 16,-0.113571834 17,-0.405928443 18,0.071679194 19,0.118778505 20,0.089260854 21,52.826 22,52.835
1,07 2,28 3,15 4,53.06 5,54.06 6,53.02 7,53.6 8,0.357716003 9,-1.007462687 10,1.961523953 11,53.54 12,1.459162403 13,1.497630332 14,1.085622581 15,1.276837227 16,1.439939371 17,0.037914692 18,0.066981642 19,0.450444225 20,0.32558793 21,52.978 22,52.8735
1,07 2,28 3,16 4,53.61 5,53.79 6,53.26 7,53.35 8,0.235798003 9,0.487347704 10,0.995118288 11,53.525 12,-0.028016436 13,1.430737161 14,1.469194313 15,1.057301992 16,1.248463066 17,1.459162403 18,0.063769139 19,0.440293463 20,0.394762587 21,53.11 22,52.928
1,07 2,28 3,17 4,53.35 5,53.65 6,53.25 7,53.28 8,0.183449002 9,0.131381381 10,0.751173709 11,53.45 12,-0.140121439 13,-0.168098618 14,1.288610953 15,1.327014218 16,0.915699047 17,-0.028016436 18,0.089417937 19,0.048218254 20,0.409536323 21,53.207 22,53.007
1,07 2,28 3,18 4,53.28 5,53.7 6,53.02 7,53.13 8,0.227354002 9,0.282326369 10,1.282534892 11,53.36 12,-0.168381665 13,-0.308267165 14,-0.336197236 15,1.118059504 16,1.156398104 17,-0.140121439 18,0.028105065 19,0.082613558 20,0.320554208 21,53.329 22,53.0835
1,07 2,28 3,19 4,53.12 5,53.14 6,53.03 7,53.07 8,0.062442 9,0.094215187 10,0.207429757 11,53.085 12,-0.515367316 13,-0.682881197 14,-0.822045773 15,-0.849831901 16,0.596930074 17,-0.168381665 18,0.085407173 19,0.190153447 20,0.185896477 21,53.392 22,53.109
1,07 2,28 3,20 4,53.07 5,53.22 6,52.95 7,53.01 8,0.028829 9,0.113186191 10,0.509915014 11,53.085 13,-0.515367316 14,-0.682881197 15,-0.822045773 16,-0.849831901 17,-0.515367316 18,0.106252826 19,0.158771324 20,0.205651404 21,53.301 22,53.1395
1,07 2,28 3,21 4,53.01 5,53.04 6,52.93 7,52.96 8,0.008523 9,0.094410876 10,0.207821651 11,52.985 12,-0.188377131 13,-0.188377131 14,-0.702773613 15,-0.869971936 16,-1.008874358 18,0.027231801 19,0.057735027 20,0.200330976 21,53.193 22,53.1515
1,07 2,28 3,22 4,52.92 5,52.92 6,52.92 7,52.92 8,5.4E-05 11,52.92 12,-0.122676229 13,-0.310822266 14,-0.310822266 15,-0.824587706 16,-0.991580917 17,-0.188377131 18,0.01478771 19,0.083116384 20,0.167950886 21,53.087 22,53.147
1,07 2,29 4,52.95 5,53.14 6,52.95 7,53.11 8,0.012999 9,-0.301261533 10,0.358829084 11,53.045 12,0.236205593 13,0.113239596 14,-0.075350852 15,-0.075350852 16,-0.590329835 17,-0.122676229 18,0.006574338 19,0.062516664 20,0.071098523 21,53.024 22,53.1765
1,07 2,29 3,1 4,53.11 5,53.22 6,53.09 7,53.18 8,0.008005 9,-0.131628432 10,0.244867207 11,53.155 12,0.2073711 13,0.444066515 14,0.320845522 15,0.131863992 16,0.131863992 17,0.236205593 18,0.006528546 19,0.11757976 20,0.090388052 21,53.038 22,53.215
1,07 2,29 3,2 4,53.18 5,53.2 6,53.07 7,53.15 8,0.008693 9,0.056444026 10,0.244959487 11,53.135 12,-0.037625811 13,0.169667264 14,0.406273621 15,0.28309899 16,0.094188566 17,0.2073711 18,0.002706628 19,0.058594653 20,0.099221973 21,53.048 22,53.1745
1,07 2,29 3,3 4,53.15 5,53.18 6,53.08 7,53.12 8,0.004557 9,0.056475904 10,0.188394876 11,53.13 12,-0.009409993 13,-0.047032264 14,0.160241305 15,0.396825397 16,0.273662357 17,-0.037625811 18,0.002216173 19,0.013228757 20,0.097378129 21,53.077 22,53.135
1,07 2,29 3,4 4,53.1 5,53.13 6,53.05 7,53.06 8,0.002869 9,0.075386355 10,0.150801131 11,53.09 12,-0.075287032 13,-0.084689941 14,-0.122283887 15,0.084833632 16,0.321239607 17,-0.009409993 18,0.002996521 19,0.024664414 20,0.043789268 21,53.111 22,53.099
1,07 2,29 3,5 4,53.03 5,53.18 6,53.03 7,53.14 8,0.007428 9,-0.207000376 10,0.282858759 11,53.105 12,0.028253908 13,-0.047054395 14,-0.05645996 15,-0.094064528 16,0.113111509 17,-0.075287032 18,0.002304939 19,0.020207259 20,0.025641763 21,53.123 22,53.0735
1,07 2,29 3,6 4,53.13 5,53.19 6,53.04 7,53.11 8,0.040756 9,0.037657692 10,0.28280543 11,53.115 12,0.018830619 13,0.047089847 14,-0.028232637 15,-0.037639974 16,-0.075251623 17,0.028253908 18,0.020683991 19,0.012583057 20,0.018371173 21,53.115 22,53.0765
1,07 2,29 3,7 4,53.12 5,53.16 6,52.6 7,52.75 8,0.125331001 9,0.701421801 10,1.064638783 11,52.88 12,-0.442436223 13,-0.423688918 14,-0.395554718 15,-0.470543949 16,-0.479909664 17,0.018830619 18,0.060779388 19,0.132884662 20,0.103886958 21,53.064 22,53.056
1,07 2,29 3,8 4,52.74 5,52.96 6,52.5 7,52.96 8,0.148914 9,-0.415407855 10,0.876190476 11,52.73 12,-0.28366112 13,-0.724842323 14,-0.706148197 15,-0.678093803 16,-0.752870318 17,-0.442436223 18,0.056873019 19,0.194057552 20,0.172024708 21,52.984 22,53.0305
1,07 2,29 3,9 4,52.95 5,53.18 6,52.92 7,53.08 8,0.108029 9,-0.244913338 10,0.491307634 11,53.05 12,0.606865162 13,0.321482602 14,-0.122375977 15,-0.103568402 16,-0.075343756 17,-0.28366112 18,0.020522753 19,0.160104133 20,0.166710827 21,52.976 22,53.0435
1,07 2,29 3,10 4,53.08 5,53.14 6,52.98 7,53 8,0.053486 9,0.150943396 10,0.302000755 11,53.06 12,0.018850141 13,0.625829698 14,0.340393343 15,-0.103548903 16,-0.084737784 17,0.606865162 18,0.047876622 19,0.187705443 20,0.159044019 21,52.967 22,53.045
1,07 2,29 3,11 4,53.01 5,53.1 6,52.96 7,53.02 8,0.068143 9,-0.018860807 10,0.264350453 11,53.03 12,-0.056539766 13,-0.037700283 14,0.56893609 15,0.28366112 16,-0.160030123 17,0.018850141 18,0.028227231 19,0.015275252 20,0.143003496 21,52.95 22,53.0325
1,07 2,29 3,12 4,53.01 5,53.1 6,52.8 7,53.02 8,0.117123 9,-0.018860807 10,0.568181818 11,52.95 12,-0.150858005 13,-0.207312476 14,-0.188501414 15,0.417219799 16,0.132375189 17,-0.056539766 18,0.033325505 19,0.056862407 20,0.137767921 21,52.964 22,53.014
1,07 2,29 3,13 4,53.01 5,53.12 6,52.89 7,52.98 8,0.193368002 9,0.056625142 10,0.434864814 11,53.005 12,0.103871577 13,-0.047143127 14,-0.103656238 15,-0.084825636 16,0.521524749 17,-0.150858005 18,0.063105258 19,0.040926764 20,0.043931765 21,53.019 22,53.0015
1,07 2,29 3,14 4,52.98 5,53.99 6,52.89 7,53.66 8,0.333857002 9,-1.267238166 10,2.07978824 11,53.44 12,0.820677295 13,0.925401322 14,0.773147275 15,0.716170373 16,0.735155514 17,0.103871577 18,0.109942475 19,0.268436833 20,0.195946421 21,53.097 22,53.0365
1,07 2,29 3,15 4,53.68 5,54.3 6,53.64 7,53.86 8,0.329967003 9,-0.334199777 10,1.230425056 11,53.97 12,0.991766467 13,1.820582964 14,1.926345609 15,1.772581558 16,1.715039578 17,0.820677295 18,0.08001206 19,0.483278733 20,0.43264304 21,53.279 22,53.123
1,07 2,29 3,16 4,53.88 5,54.1 6,53.57 7,53.91 8,0.231008002 9,-0.055648303 10,0.989359716 11,53.835 12,-0.250138966 13,0.739146707 14,1.56589001 15,1.671388102 16,1.518008674 17,0.991766467 18,0.058289411 19,0.275423916 20,0.465362762 21,53.44 22,53.195
1,07 2,29 3,17 4,53.9 5,54.11 6,53.68 7,53.72 8,0.217085003 9,0.335070737 10,0.801043219 11,53.895 12,0.111451658 13,-0.138966092 14,0.851422156 15,1.679086879 16,1.78470255 17,-0.250138966 18,0.061548192 19,0.067638746 20,0.404527502 21,53.629 22,53.2965
1,07 2,29 3,18 4,53.72 5,54.12 6,53.29 7,53.43 8,0.308570001 9,0.542766236 10,1.557515481 11,53.705 12,-0.352537341 13,-0.241478592 14,-0.491013526 15,0.495883234 16,1.320630129 17,0.111451658 18,0.049293709 19,0.097125349 20,0.207948311 21,53.769 22,53.394
1,07 2,29 3,19 4,53.42 5,53.62 6,53.38 7,53.61 8,0.072215 9,-0.35441149 10,0.449606594 11,53.5 12,-0.381714924 13,-0.732906578 14,-0.622271756 15,-0.870854178 16,0.112275449 17,-0.352537341 18,0.119178094 19,0.197547463 20,0.184641545 21,53.781 22,53.439
1,07 2,29 3,20 4,53.59 5,53.66 6,53.49 7,53.6 8,0.01323 9,-0.018656716 10,0.317816414 11,53.575 12,0.140186916 13,-0.242063123 14,-0.593747101 15,-0.482957184 16,-0.731888086 17,-0.381714924 18,0.156294931 19,0.103722386 20,0.167242339 21,53.702 22,53.4905
1,07 2,29 3,21 4,53.61 5,53.62 6,53.47 7,53.5 8,0.004842 9,0.205607477 10,0.280531139 11,53.545 12,-0.055996267 13,0.08411215 14,-0.297923843 15,-0.649410892 16,-0.538683013 17,0.140186916 18,0.036716731 19,0.037749172 20,0.159702849 21,53.644 22,53.542
1,07 2,29 3,22 4,53.49 5,53.49 6,53.49 7,53.49 8,5E-05 11,53.49 12,-0.102717341 13,-0.15865609 14,-0.018691589 15,-0.400335164 16,-0.751461175 17,-0.055996267 18,0.006671259 19,0.043108391 20,0.086501445 21,53.563 22,53.596
1,07 2,30 4,53.5 5,53.61 6,53.5 7,53.5 8,0.013249 10,0.205607477 11,53.555 12,0.121518041 13,0.01867588 14,-0.037330845 15,0.102803738 16,-0.279303603 17,-0.102717341 18,0.006681498 19,0.035 20,0.036503424 21,53.533 22,53.651
1,07 2,30 3,1 4,53.52 5,53.75 6,53.52 7,53.74 8,0.008628 9,-0.409378489 10,0.429745889 11,53.635 12,0.149379143 13,0.271078706 14,0.168082921 15,0.111992534 16,0.252336449 17,0.121518041 18,0.006697628 19,0.072629195 20,0.052440442 21,53.56 22,53.6705
1,07 2,30 3,2 4,53.75 5,53.76 6,53.67 7,53.71 8,0.004007 9,0.074474027 10,0.167691448 11,53.715 12,0.149156334 13,0.298758286 14,0.420639372 15,0.317489962 16,0.261315912 17,0.149379143 18,0.004621 19,0.08 20,0.087863531 21,53.588 22,53.645
1,07 2,30 3,3 4,53.71 5,53.72 6,53.62 7,53.65 8,0.005214 9,0.111835974 10,0.186497576 11,53.67 12,-0.083775482 13,0.065255896 14,0.214732518 15,0.336511497 16,0.233448501 17,0.149156334 18,0.00239673 19,0.040104031 20,0.09031888 21,53.613 22,53.6285
1,07 2,30 3,4 4,53.64 5,53.69 6,53.58 7,53.59 8,0.007026 9,0.093300989 10,0.205300485 11,53.635 12,-0.065213341 13,-0.14893419 14,-1.32477E-14 15,0.149379143 16,0.271078706 17,-0.083775482 18,0.00151957 19,0.040104031 20,0.058694122 21,53.642 22,53.6025
1,07 2,30 3,5 4,53.58 5,53.59 6,53.51 7,53.52 8,0.00534 9,0.112107623 10,0.149504765 11,53.55 12,-0.158478605 13,-0.223588597 14,-0.307176766 15,-0.158478605 16,-0.009336196 17,-0.065213341 18,0.001011749 19,0.061711695 20,0.060559888 21,53.641 22,53.587
1,07 2,30 3,6 4,53.51 5,53.62 6,53.37 7,53.59 8,0.067546 9,-0.149281582 10,0.468427956 11,53.495 12,-0.10270775 13,-0.261023585 14,-0.326066704 15,-0.409569022 16,-0.261023585 17,-0.158478605 18,0.035437973 19,0.07053368 20,0.089484636 21,53.613 22,53.5865
1,07 2,30 3,7 4,53.59 5,53.87 6,53.47 7,53.73 8,0.129745001 9,-0.26056207 10,0.748083037 11,53.67 12,0.327133377 13,0.224089636 14,0.065255896 16,-0.083775482 17,-0.10270775 18,0.0622025 19,0.089489292 20,0.078214449 21,53.604 22,53.596
1,07 2,30 3,8 4,53.74 5,53.86 6,53.61 7,53.75 8,0.145800001 9,-0.018604651 10,0.466330908 11,53.735 12,0.12111049 13,0.44864006 14,0.345471522 15,0.186445418 16,0.12111049 17,0.327133377 18,0.041332326 19,0.124130308 20,0.095433223 21,53.617 22,53.615
1,07 2,30 3,9 4,53.74 5,54.13 6,53.63 7,54.05 8,0.125043001 9,-0.573543016 10,0.932314003 11,53.88 12,0.269842747 13,0.391280045 14,0.719693429 15,0.616246499 16,0.456791274 17,0.12111049 18,0.010883664 19,0.107509689 20,0.152700688 21,53.666 22,53.654
1,07 2,30 3,10 4,54.05 5,54.36 6,54.04 7,54.31 8,0.122656001 9,-0.478733198 10,0.59215396 11,54.2 12,0.593912398 13,0.865357774 14,0.987516303 15,1.317880176 16,1.213818861 17,0.269842747 18,0.012729202 19,0.237925058 20,0.264797092 21,53.796 22,53.7185
1,07 2,30 3,11 4,54.29 5,54.3 6,53.97 7,53.99 8,0.084997 9,0.555658455 10,0.611450806 11,54.135 12,-0.119926199 13,0.473273942 14,0.744393784 15,0.866405813 16,1.196373493 17,0.593912398 18,0.02246323 19,0.169139981 20,0.236045546 21,53.924 22,53.7685
1,07 2,30 3,12 4,53.99 5,54.17 6,53.89 7,54.08 8,0.144972001 9,-0.166420118 10,0.519576916 11,54.03 12,-0.193959546 13,-0.313653137 14,0.278396437 15,0.548990416 16,0.670765791 17,-0.119926199 18,0.030312827 19,0.085780728 20,0.189519128 21,53.996 22,53.8
1,07 2,30 3,13 4,54.08 5,54.08 6,53.39 7,53.43 8,0.216060003 9,1.216545012 10,1.29237685 11,53.735 12,-0.545992967 13,-0.738893507 14,-0.857933579 15,-0.269116555 17,-0.193959546 18,0.065609978 19,0.207384506 20,0.189519128 21,53.996 22,53.8065
1,07 2,30 3,14 4,53.47 5,54 6,53.37 7,53.64 8,0.233364003 9,-0.316927666 10,1.180438449 11,53.685 12,-0.093049223 13,-0.638534148 14,-0.831255195 15,-0.950184502 16,-0.361915367 17,-0.545992967 18,0.046843851 19,0.186435869 20,0.234163404 21,53.957 22,53.8115
